Name,Fighter ID,Record,Height (feet/inches),Weight (pounds),Reach (inches),Stance,Year born,Significant strikes landed per minute,Significant striking accuracy (%),Significant strikes absorbed per minute,Significant strike defense (% of opponent's strikes that did not land),Average takedowns landed per 15 minutes,Takedown accuracy (%),Takedown defense (%),Average submissions attempted per 15 minutes 
Bryan Humes,b9c75e7fc910f587,Record: 6-2-0,,265,,,,0.0,0,0.0,0,0.0,0,0,0.0
Casey Huffman,737d93a42b8c2e94,Record: 3-1-0,6.3,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Roger Huerta,daf1b84aebd6602b,Record: 21-5-1 (1 NC),5.9,155,70,Orthodox,1983,3.64,36,2.33,56,2.13,46,52,0.5
Mark Hughes,d62bb4d84a7267ba,Record: 6-2-0,5.9,205,,Southpaw,1973,0.9,47,0.4,42,3.0,50,0,4.5
Alex Huddleston,8b9197746bd3e005,Record: 6-2-0,6.7,254,,,1986,2.47,42,2.59,67,0.0,0,0,0.9
Shane Howell,a7de976620f2ed13,Record: 13-9-0,5.8,125,69,Orthodox,1983,1.27,32,2.55,42,0.0,0,20,0.0
Matt Hughes,621a6c59f88a44fe,Record: 45-9-0,5.9,170,73,Switch,1973,2.14,53,1.36,53,2.95,50,35,1.2
Harold Howard,a2b06ca02bca14c0,Record: 1-3-0,6.2,240,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
John Howard,fc31f896cde2bc2e,Record: 23-12-0,5.7,170,71,Orthodox,1983,2.15,50,3.08,51,2.7,49,53,0.4
Jamie Houston,4b1896310a907656,Record: 3-0-0,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Brian Houston,36fbaa49a09ff997,Record: 4-2-0,6.2,185,78,Orthodox,1981,1.9,35,3.67,53,0.95,100,87,0.0
Jeff Hougland,97a8f39186f489db,Record: 10-6-0,5.7,135,68,Orthodox,1978,1.86,48,3.46,47,0.86,18,0,1.1
Trey Houston,c6668eeb261588d3,Record: 7-4-0,5.11,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
John Hosman,57591bbf1623574e,Record: 18-8-1,5.1,135,,Southpaw,1980,1.11,38,1.52,45,0.0,0,46,0.0
Saeed Hosseini,21f2974fd08085e3,Record: 0-1-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Horodecki,e29cf523ebd155c5,Record: 18-3-1 (1 NC),5.9,155,69,Orthodox,1987,4.59,41,3.16,65,1.52,55,37,0.9
Matt Horwich,049d698d773eb3e1,Record: 26-19-1,6.1,185,,Orthodox,1978,1.11,62,2.16,38,0.33,9,28,2.7
Matt Horning,21632ba272c0785a,Record: 20-25-0 (1 NC),5.4,125,,,,0.0,0,0.0,0,0.0,0,0,0.0
Jeremy Horn,8d26912cd2aeb366,Record: 88-21-5 (1 NC),6.1,185,74,Orthodox,1975,1.19,39,1.99,55,1.83,38,29,1.1
Kyoji Horiguchi,98aa60cf58071fd6,Record: 18-2-0,5.5,125,66,Orthodox,1990,3.6,45,2.45,62,2.0,44,55,0.0
Darrell Horcher,18e8b7070228e728,Record: 13-3-0,5.1,155,70,Southpaw,1987,2.04,47,4.32,37,0.39,100,47,0.8
Moti Horenstein,baf942f4bcb09894,Record: 1-6-0,6.4,230,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Dan Hooker,193b9d1858bc4df3,Record: 16-7-0,6.0,155,75,Switch,1990,3.71,42,4.39,56,0.58,42,77,0.4
Lorenzo Hood,7f9abc4db2d05764,Record: 9-4-0,6.3,265,,,,0.0,0,0.0,0,0.0,0,0,0.0
David Hood,5af480a3b2e1726b,Record: 1-3-0,6.0,200,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Honeycutt,4d2e3320d815f687,Record: 9-1-0 (1 NC),5.1,170,73,,1988,2.99,44,1.41,66,3.4,45,75,0.0
Satoshi Honma,d2b1c1317a39f6c6,Record: 4-6-3,6.1,205,,Orthodox,1968,0.0,0,0.0,0,0.0,0,0,0.0
Barb Honchak,472f6f6e6d962f40,Record: 10-4-0,5.4,125,65,,1979,4.73,30,3.93,70,0.0,0,0,2.0
Mark Hominick,0a97691039c4bbfb,Record: 20-12-0,5.8,145,68,Orthodox,1982,4.08,42,4.18,69,0.25,66,71,0.9
Scott Holtzman,df1eb4354d18a906,Record: 11-2-0,5.9,155,69,Orthodox,1983,4.33,50,3.43,56,3.08,60,57,0.3
Sabah Homasi,71f048adbfed5b49,Record: 11-8-0,6.0,170,72,Orthodox,1988,4.98,48,6.91,47,2.8,50,66,0.0
Mark Holst,c11f50e9c1513ce9,Record: 9-3-0,6.0,155,,Orthodox,1985,0.25,19,1.67,47,0.76,100,60,2.3
Ben Holscher,6070f16bcfd89fcf,Record: 4-0-0,5.11,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Paddy Holohan,6e7c758f5cdec01a,Record: 12-2-1,5.1,125,69,Orthodox,1988,2.13,46,2.81,46,2.88,47,71,1.3
Rex Holman,b5ea750025697880,Record: 4-2-0,6.3,205,,Southpaw,,2.75,34,7.25,40,0.0,0,100,0.0
Kurt Holobaugh,a7151778b3381036,Record: 17-4-0 (1 NC),5.11,145,73,Orthodox,1986,3.52,44,3.0,55,0.45,50,60,1.4
Holly Holm,634e2fb70bde3fd5,Record: 11-4-0,5.8,145,69,Southpaw,1981,2.79,32,2.9,57,0.21,18,78,0.0
Jeremie Holloway,ee28aa7f1043756c,Record: 8-3-0,6.0,170,,,1984,1.63,50,1.02,79,0.0,0,0,0.0
Gabrielle Holloway,e30715382f42b772,Record: 6-5-0,5.3,145,,,1990,0.7,42,3.07,34,3.0,35,16,1.0
Roger Hollett,27d65e9d0fba61ea,Record: 13-5-0,5.11,205,70,Orthodox,1978,1.83,47,6.47,34,1.0,28,30,0.0
Max Holloway,150ff4cc642270b9,Record: 19-3-0,5.11,145,69,Orthodox,1991,6.2,43,3.9,65,0.28,80,83,0.5
Sean Holden,acbb9c76f5894e36,Record: 5-2-0,5.1,170,,,1984,2.4,59,0.6,59,5.0,83,0,2.0
Chris Holdsworth,fc60ecf0671b9489,Record: 7-0-0,5.11,135,71,,1987,1.85,29,1.94,58,3.38,62,100,2.0
Bobby Hoffman,afaad7d6a581e307,Record: 36-10-1 (2 NC),6.2,245,,Orthodox,1968,2.02,70,1.32,19,1.17,50,0,1.2
Andrew Holbrook,66ab58d0b3783607,Record: 12-3-0,5.11,155,70,Southpaw,1986,2.2,49,3.0,54,0.85,18,10,2.1
Kwan Ho Kwak,c13042265355a290,Record: 9-2-0,5.5,135,70,Switch,1989,3.29,41,3.45,47,0.78,100,26,0.0
Sam Hoger,84a067c46306a737,Record: 10-4-0,6.2,205,,Orthodox,1980,1.07,25,2.25,57,1.12,38,29,1.3
Matt Hobar,b57edace7b647f07,Record: 9-3-0,5.1,135,70,Southpaw,1987,3.23,42,4.27,52,3.66,44,50,0.0
Mizuto Hirota,35faad160d346839,Record: 19-9-2,5.7,155,67,Orthodox,1981,3.66,40,3.7,53,1.55,50,60,0.0
Yuji Hisamatsu,8332a607df696345,Record: 15-19-6,5.1,185,,,1971,0.0,0,0.0,0,0.0,0,0,0.0
Branden Lee Hinkle,06f0ffa6446c5b6d,Record: 15-11-0 (1 NC),6.3,235,,Orthodox,1973,2.61,69,3.91,26,4.34,57,66,4.3
Alan Hiro,483b3170b3c05cf0,Record: 11-4-4,5.5,135,,Orthodox,1986,0.0,0,0.0,0,0.0,0,0,0.0
Hatsu Hioki,ef7fa30364cbe7f2,Record: 27-9-2,5.11,145,70,Orthodox,1983,2.42,42,2.12,65,2.55,56,54,0.6
Angela Hill,f0feeb2192937424,Record: 8-4-0,5.3,115,64,Orthodox,1985,5.42,50,5.07,62,0.32,50,72,0.0
Isaiah Hill,86b30a86664cb6e4,Record: 5-7-1 (1 NC),5.1,155,,,,4.84,50,0.97,80,0.0,0,66,14.5
Kuniyoshi Hironaka,9d4522df6fc49a47,Record: 19-8-0,5.1,168,70,Orthodox,1976,1.98,40,3.01,54,1.91,30,25,0.6
Corey Hill,abbc737317f66b81,Record: 4-4-0,6.4,155,80,Orthodox,1978,3.57,46,1.61,70,3.02,80,100,0.0
Richie Hightower,318e629d1eb7aa49,Record: 8-4-0 (1 NC),5.8,170,,Orthodox,1974,4.62,35,6.92,21,3.46,100,100,0.0
Alex Higley,2af2d675f7d847e3,Record: 4-3-0,5.1,145,,,,0.29,100,1.74,60,0.0,0,0,0.0
Lee Higgins,88432fe79d5091d9,Record: 2-1-0,,155,,,1980,1.02,26,3.68,40,0.0,0,0,0.0
Jason High,e5d03e4d966126bd,Record: 19-5-0,5.8,155,71,Southpaw,1981,1.28,42,1.56,48,2.36,63,37,2.8
Jay Hieron,5bb0a618ad03ac64,Record: 23-7-0,6.0,170,75,Orthodox,1976,1.66,32,1.89,61,4.05,60,66,1.0
Marcus Hicks,e69c5ce12f4e762b,Record: 9-3-0 (1 NC),5.6,155,64,Southpaw,1975,1.42,43,3.06,61,2.7,53,25,4.0
Brandon Hester,13150cf89a5b81e0,Record: 3-0-0,6.1,205,,,,3.53,53,0.4,68,4.0,80,0,0.0
Conor Heun,fdb02029556ff4ed,Record: 9-4-0,5.1,155,,Orthodox,1979,2.92,36,3.66,54,2.45,31,33,0.3
Jon Hess,32a3025d5db456ae,Record: 1-1-0,6.7,295,,,,0.0,0,0.0,0,0.0,0,0,0.0
Clint Hester,92b62174c175ce19,Record: 11-6-0,6.2,205,77,Orthodox,1986,3.36,42,3.44,56,1.02,35,60,0.0
Jimy Hettes,893d51aaf024eddd,Record: 11-3-0,5.9,145,71,Southpaw,1987,3.47,57,3.5,57,5.2,44,61,1.4
Felice Herrig,b6850671a008bf9a,Record: 14-6-0,5.4,115,65,Orthodox,1984,3.31,33,4.1,54,1.5,41,60,1.3
Geane Herrera,c169545ab0825f44,Record: 9-3-0,5.5,125,66,Orthodox,1990,1.51,31,5.07,52,0.83,37,38,0.6
Heath Herring,7450525c7ba032a0,Record: 28-14-0 (1 NC),6.4,250,78,Orthodox,1978,2.37,50,1.77,54,1.22,50,32,0.7
Paul Herrera,440c9dbab63528fb,Record: 1-1-0,5.1,185,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Alvaro Herrera,74d35fbc9c6a61bd,Record: 9-5-0,6.0,170,74,,1990,1.58,42,2.9,55,0.0,0,20,1.3
Junior Hernandez,915c8d39d4a0e7d1,Record: 14-6-0,5.9,135,69,Orthodox,1986,2.72,28,5.51,64,0.0,0,0,0.0
Chris Herrera,f71028a6e5128856,Record: 3-2-1,5.1,185,,,,2.04,37,3.35,48,1.8,100,100,0.0
Alexander Hernandez,262a7d06203657e6,Record: 9-1-0,5.9,155,72,Orthodox,1992,11.43,61,5.71,63,0.0,0,0,0.0
Jack Hermansson,0a1942069c9ad6b6,Record: 16-4-0,6.1,185,77,Orthodox,1988,5.09,53,2.3,65,1.36,30,75,0.0
Joe Hernandez,4a76daef28549957,Record: 0-1-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Noe Hernandez,df2cf66d8c0123db,Record: 5-5-0,,,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Dave Herman,cbd6f1abf955e628,Record: 21-6-0,6.4,242,76,Orthodox,1984,4.98,60,3.78,48,1.49,100,58,0.0
TJ Hepburn,e1acbb6352ca3551,Record: 4-2-0,5.7,155,,,,0.73,37,0.13,81,2.0,40,60,0.0
Ed Herman,06f36cf4bd97ec77,Record: 24-13-0 (1 NC),6.1,205,77,Orthodox,1980,2.98,51,2.86,40,2.6,52,60,1.4
Paulo Costa,2e5c2aa8e4ab9d82,Record: 11-0-0,6.1,185,72,,1991,8.28,56,4.79,49,0.0,0,80,0.0
Danny Henry,f7d73e452b064bf2,Record: 11-2-0,6.0,145,73,Orthodox,1988,6.2,53,4.6,46,1.0,33,100,2.0
Luis Henrique,e5bda12faabfc850,Record: 10-4-0 (1 NC),6.2,243,74,Orthodox,1993,1.76,41,2.01,44,2.85,36,50,1.0
Cory Hendricks,9ab9912e0f8fa6d6,Record: 3-1-0,6.3,205,,,1988,3.13,39,4.07,42,0.0,0,100,0.0
Johny Hendricks,0941df56f6ac954b,Record: 18-8-0,5.9,185,69,Southpaw,1983,3.49,45,3.99,53,3.83,46,63,0.3
Ron Henderson,498f0d066396ec59,Record: 4-3-0,5.1,125,,,,2.53,25,3.6,48,1.0,20,0,0.0
Benson Henderson,2676b28836a5a836,Record: 23-5-0,5.9,170,70,Southpaw,1983,2.93,45,1.79,63,2.4,45,63,0.8
Elisha Helsper,0971be7d94e109e1,Record: 0-2-0,5.6,135,,Orthodox,1983,0.0,0,0.0,0,0.0,0,0,0.0
Delson Heleno,970beed85bc46b63,Record: 23-7-0,5.11,185,,Orthodox,1977,0.69,75,4.83,19,0.0,0,0,0.0
Matt Helm,cacfd51b8e97ace0,Record: 1-1-0,,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Marcin Held,bf43fed8f29e1671,Record: 23-7-0,5.9,155,71,Orthodox,1992,1.41,34,2.02,47,2.46,46,37,1.3
Nick Hein,2816ced060a21be3,Record: 14-2-0 (1 NC),5.6,155,66,Southpaw,1984,2.6,38,2.65,65,1.0,33,90,0.0
Jake Hecht,e57fdbea1b828202,Record: 11-4-0,6.0,170,76,Orthodox,1984,3.26,47,2.76,56,2.04,37,40,0.0
Dan Henderson,1ccf4e7caff270df,Record: 32-15-0,5.11,185,74,Orthodox,1970,2.44,47,2.7,51,1.52,52,57,0.3
David Heath,4f95f74620a6b7a4,Record: 16-7-0,5.11,205,72,Orthodox,1976,1.48,30,5.16,49,0.33,50,57,1.0
Chris Heatherly,bad8be5827ea1bf1,Record: 9-3-0 (1 NC),5.9,155,68,Orthodox,1987,1.08,45,2.67,52,3.39,50,100,0.7
Ryan Healy,f3eb664db7fb1df3,Record: 19-9-1,6.1,155,,Orthodox,1983,1.67,35,3.0,38,3.0,50,40,1.0
Spencer Hearns,d85cf12439945941,Record: 1-0-0,5.11,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
James Head,19a8cce18a1cef9e,Record: 9-4-0,6.1,170,73,Orthodox,1984,2.75,48,3.11,49,0.41,100,66,0.8
Gerric Hayes,7d6a3546c988cdc0,Record: 7-8-0,5.1,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Pat Healy,50d2f0018bcf9eef,Record: 31-19-0 (1 NC),6.0,155,74,Orthodox,1983,2.57,36,2.57,50,3.08,37,55,1.1
Mike Hayes,0cfbbfa0ba6d9855,Record: 16-4-1,6.4,230,,Orthodox,,4.87,55,1.47,77,0.0,0,75,4.0
Dustin Hazelett,a149d6bc670cdb60,Record: 12-7-0,6.1,170,76,Orthodox,1986,2.24,40,3.51,46,0.55,50,25,4.1
Del Hawkins,885e7f70dcac0007,Record: 22-15-0,5.5,135,,Orthodox,,1.15,27,2.01,46,0.0,0,0,0.0
Josh Haynes,6ef58dabef8beb15,Record: 14-11-0,5.9,170,,Orthodox,1977,1.25,22,4.03,52,0.94,18,42,0.0
Ryan Hayes,a620638435de0628,Record: 2-2-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Tommy Hayden,0871254cd790c250,Record: 8-2-0,5.9,145,72,Southpaw,1986,1.48,27,2.05,55,3.42,33,66,0.0
Chris Hawk,9460c867aae1987e,Record: 4-8-0,6.1,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
John Hathaway,28f3c2258a1d8874,Record: 17-2-0,6.1,170,75,Orthodox,1987,3.4,40,1.8,62,2.61,43,60,0.9
Phil Hawes,547afe1017e72dbe,Record: 4-1-0,6.1,185,70,Orthodox,1989,2.32,41,4.77,48,2.05,14,0,0.0
Hayder Hassan,cf615eb4b7862c76,Record: 6-3-0,5.1,170,70,,1982,2.11,46,3.16,48,0.0,0,25,0.0
Daiki Hata,c76ceda100ac0fad,Record: 11-9-4,5.6,139,,Orthodox,1982,1.44,39,1.42,55,0.67,100,35,0.7
Justin Haskins,77940e45bc86208e,Record: 7-6-0,5.1,170,,Orthodox,1979,1.51,33,2.65,54,1.62,40,52,0.8
Tomohiko Hashimoto,a890f9a791ed615d,Record: 1-4-0,6.0,250,,Orthodox,,0.0,0,11.67,30,0.0,0,0,0.0
Takayo Hashi,ae4343d29c68e9d0,Record: 13-4-1,5.4,135,,Orthodox,1977,2.84,26,6.56,61,0.0,0,0,0.0
Hidehiko Hasegawa,2a2eeee20ef049cf,Record: 19-15-6,5.9,170,,,1978,0.0,0,0.0,0,0.0,0,0,0.0
Chris Haseman,5bd533d50c8e7b8a,Record: 20-16-0,5.11,205,,Orthodox,1969,0.93,70,4.67,28,0.0,0,40,2.0
Luke Hartwig,34f3869747bf8fa9,Record: 0-1-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Clay Harvison,83a477a7dba1ca58,Record: 9-3-0,6.1,170,74,,1980,3.29,48,3.91,58,0.66,100,68,1.3
Collin Hart,16bf6a73bdd302cd,Record: 4-2-1,6.1,185,76,Orthodox,1989,6.33,44,7.53,51,2.0,16,50,0.0
Walt Harris,03f982ca3735070c,Record: 10-7-0,6.5,250,77,Southpaw,1983,3.01,39,2.79,63,0.25,33,75,0.2
Dale Hartt,058e4e08a1ad8aba,Record: 6-3-0,5.1,155,69,Orthodox,1979,1.14,35,1.55,66,1.22,100,25,2.5
Dhafir Harris,0e96af5220d27ed4,Record: 2-0-0 (1 NC),,257,,,1977,0.0,0,0.0,0,0.0,0,0,0.0
Phil Harris,ba043b03eb799063,Record: 22-12-0 (2 NC),5.4,125,64,Orthodox,1983,2.34,26,3.16,68,1.76,21,60,0.0
Gerry Harris,30cd319d39ee689b,Record: 1-4-0,6.8,270,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Gerald Harris,c4b81cdecd5d6abe,Record: 19-4-0,5.11,185,77,Southpaw,1979,1.41,29,1.58,62,2.96,54,72,0.0
Baru Harn,848809f3986b4977,Record: 1-2-0,,265,,,,0.0,0,0.0,0,0.0,0,0,0.0
Scott Harper,14a433bccba87016,Record: 12-7-0,6.0,185,,Orthodox,1972,1.3,54,4.98,47,3.25,100,0,0.0
Dan Hardy,473ce3aa581251a2,Record: 25-10-0 (1 NC),6.0,170,74,Orthodox,1982,2.46,35,3.44,51,0.73,35,35,0.4
Antoni Hardonk,69b69c0178c4004d,Record: 8-6-0,6.4,245,78,Orthodox,1976,3.4,61,3.07,46,0.0,0,40,0.9
Janay Harding,b9c3ee342eb72100,Record: 3-2-0,,135,,,,0.0,0,0.0,0,0.0,0,0,0.0
Joachim Hansen,86e388ed20761ad9,Record: 22-11-1,5.7,150,,Southpaw,1979,2.01,43,2.04,58,2.21,58,34,1.9
Nasrat Haqparast,b7b84ccd221be298,Record: 8-2-0,5.1,155,72,Southpaw,1995,1.8,36,1.27,78,1.0,100,70,0.0
Dean Hancock,24e9d6b0a24cff9d,Record: 2-1-0,,155,,,,7.97,63,1.94,67,1.71,33,75,1.7
James Hammortree,1f77fce698e80488,Record: 6-2-0,6.3,185,,Orthodox,1983,1.93,30,4.13,44,2.0,50,100,1.0
Jared Hamman,23459ee7e373b98f,Record: 13-6-0,6.3,185,75,Orthodox,1982,5.15,42,3.93,55,1.57,46,30,0.0
CJ Hamilton,7da5839b223f3728,Record: 11-4-0,5.7,125,68,Switch,1986,2.47,31,3.93,58,0.0,0,62,0.0
Anthony Hamilton,c727c7d31c50c4cf,Record: 15-9-0,6.5,260,76,Orthodox,1980,3.91,65,3.02,45,2.62,42,78,0.0
Jeremy Hamilton,7ada6ea792a34424,Record: 8-1-0,,185,,,1984,0.0,0,0.0,0,0.0,0,0,0.0
Matt Hamill,98b80a717b9bda17,Record: 12-5-0,6.1,205,76,Orthodox,1976,3.69,42,3.8,61,3.0,34,91,0.0
Kazuhiro Hamanaka,1b4d6971bb18b82c,Record: 5-7-1,6.0,185,,Southpaw,1978,1.7,37,0.91,60,0.0,0,50,0.0
Frank Hamaker,c3c23c99477c041b,Record: 1-0-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Seohee Ham,165c244bcca3ed26,Record: 16-8-0,5.2,115,62,Southpaw,1987,4.2,39,5.15,61,0.0,0,66,0.2
John Halverson,88c8f47241d90040,Record: 16-7-0 (1 NC),5.9,155,,Southpaw,1972,2.94,43,5.29,47,0.0,0,66,2.0
Brandon Halsey,e763679f15326ae1,Record: 9-3-0,6.0,185,,,1986,1.74,47,0.87,65,4.98,53,100,1.2
Tony Halme,bad28b7b34f334de,Record: 0-4-0,6.3,300,,Orthodox,1963,0.0,0,0.0,0,0.0,0,0,0.0
Piotr Hallmann,a3be148af5c7b088,Record: 15-5-0,5.9,155,71,Orthodox,1987,3.98,45,3.17,58,2.55,44,70,0.4
Ryan Hall,8866c6f509c19089,Record: 6-1-0,5.1,145,71,,1985,2.3,43,0.47,73,0.5,20,0,0.5
Dennis Hallman,8a8a84b743ae7699,Record: 67-14-2 (1 NC),5.9,155,72,Orthodox,1975,1.12,44,1.96,43,1.79,30,25,2.1
Uriah Hall,65578a75fa7900e3,Record: 14-8-0,6.0,185,79,Orthodox,1984,3.13,53,3.16,54,1.0,41,71,0.3
Kevin Haley,439d4bbefd4e6940,Record: 6-4-0,6.2,205,,,,0.87,59,0.87,64,3.0,100,0,2.0
Mark Hall,18524b46c570730b,Record: 5-6-0,6.0,190,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Stoney Hale,206a7d47eb62170e,Record: 4-2-0,6.0,,,,1979,0.0,0,0.0,0,0.0,0,0,0.0
Tim Hague,219a254e15d60135,Record: 13-5-0,6.4,260,76,Orthodox,1983,2.79,47,4.14,46,1.72,33,85,0.9
Steve Hadsel,99793cf88c5adeee,Record: 3-0-0,5.8,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Damir Hadzovic,38c626ca912c7bac,Record: 11-4-0,5.9,155,70,Orthodox,1986,1.56,45,2.91,50,0.0,0,31,0.5
Keith Hackney,bf12aca029bfcc47,Record: 2-2-0,5.11,200,,Sideways,,0.0,0,0.0,0,0.0,0,0,0.0
Yoislandy Izquierdo,afc2a7ce0c763bd5,Record: 6-2-0,5.11,155,,Southpaw,1984,2.93,52,1.4,26,0.0,0,50,0.0
Tatsuya Iwasaki,243b07fc65ccbb16,Record: 0-1-0,5.9,205,,Orthodox,,0.79,100,8.68,38,0.0,0,0,0.0
Wallid Ismail,da6dfd09cca1d705,Record: 9-3-0,5.7,205,,Orthodox,1968,0.92,31,0.83,44,1.85,28,0,0.5
Tomomi Iwama,ac5f67109accb482,Record: 9-5-1,5.3,155,,Orthodox,,1.0,20,3.0,70,0.0,0,0,0.0
Eiji Ishikawa,eb89dc31949a1427,Record: 22-17-3,5.1,170,,,1979,1.2,29,4.07,60,1.0,9,0,0.0
Leandro Issa,d1e1fdcea7c8a90a,Record: 13-6-0,5.7,135,69,Orthodox,1983,2.08,37,3.17,58,2.38,22,50,1.2
Tokimitsu Ishizawa,f3155a94ca420126,Record: 1-5-1,6.0,185,,Orthodox,1968,1.34,30,2.99,59,2.74,18,0,0.0
Teruto Ishihara,88cd34d836b4ebcd,Record: 11-5-2,5.7,135,69,Southpaw,1991,3.21,45,3.35,54,0.54,18,32,0.0
Yuki Ishikawa,119ebea97e914dcf,Record: 0-2-0,5.11,205,,Orthodox,,1.07,28,8.57,11,0.0,0,50,0.0
Eric Irvin,a47c2a6e24757932,Record: 11-4-0,5.8,155,,,1986,3.27,42,4.47,36,4.0,30,33,0.0
Mitsuhiro Ishida,82f5c81f4e3c3eb5,Record: 20-7-1,5.6,154,,Southpaw,1978,1.46,41,1.13,61,4.76,53,33,0.7
Jason Ireland,05a0556072931f01,Record: 18-8-1,5.9,161,,Southpaw,1979,1.2,25,2.07,51,3.59,75,0,1.2
James Irvin,a7f4d0902bb64092,Record: 15-9-0 (2 NC),6.2,205,75,Orthodox,1978,2.03,48,3.86,35,0.0,0,36,0.5
Takeshi Inoue,a61a0cd2829e5d4e,Record: 20-5-0,5.8,145,,,1980,2.54,44,3.32,61,0.0,0,47,0.0
Jorge Interiano,1e75e6c9de99fa76,Record: 3-3-0,6.1,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Katsuya Inoue,b5882371e2a3900d,Record: 19-9-4,5.9,168,,Southpaw,1979,3.41,24,12.89,51,0.0,0,66,0.0
Egan Inoue,37a6c95201592fea,Record: 13-8-0,5.9,190,,Southpaw,1965,1.66,36,3.31,57,0.0,0,0,0.0
Guto Inocente,e7fe5315b1efeb92,Record: 6-4-0,6.3,205,77,Orthodox,1986,4.13,66,2.92,54,0.67,33,66,0.7
Enson Inoue,0cf935519d439ba6,Record: 12-8-0,5.1,210,,Orthodox,1967,1.7,63,1.88,30,0.0,0,33,0.0
Chris Inman,f0a381ba65d2a933,Record: 1-0-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Indich,d5b7fac960e58920,Record: 5-3-0,5.1,170,73,,1987,1.31,30,4.32,43,0.75,50,50,1.5
Brad Imes,4908c5ee68a50ee5,Record: 13-7-0,6.7,265,,Orthodox,1977,2.73,31,4.24,49,1.72,71,0,1.0
Yusuke Imamura,2ce6541127b0e232,Record: 2-6-0,5.8,220,,Orthodox,,0.18,50,1.83,52,2.75,50,0,0.0
Masakazu Imanari,a4dd5c9a75763295,Record: 24-9-2,5.4,139,,Southpaw,1976,0.55,30,1.74,57,0.0,0,0,2.1
Mikhail Iloukhine,b71667c778b6d9e5,Record: 30-11-1,5.9,205,,Orthodox,1966,0.16,20,2.95,26,0.0,0,0,7.0
Seichi Ikemoto,81f38d1640c4e70d,Record: 20-17-5,5.11,168,,Orthodox,1975,2.59,32,3.74,57,1.23,26,60,0.0
Valeri Ignatov,7b6ce3a9460565b5,Record: 1-2-0,5.9,170,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Sergey Ignatov,df9e9c1f65805d29,Record: 0-1-0,5.9,210,,Orthodox,,0.35,50,3.25,42,0.0,0,0,0.0
Fabiano Iha,263ebd4a669e1e98,Record: 9-5-0,5.8,155,,Orthodox,1970,1.73,47,2.49,42,2.88,40,50,2.9
Dan Ige,82a5152216251682,Record: 8-2-0,5.7,145,71,Orthodox,1991,3.14,38,3.28,64,2.64,26,50,1.6
Minoki Ichihara,4565d435005319c0,Record: 0-1-0,5.7,178,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Al Iaquinta,59279a7c978f7da0,Record: 13-3-1,5.9,155,70,Orthodox,1987,4.95,41,3.7,64,1.22,29,84,0.5
Ricardo Funch,e9e1acc96536bb4f,Record: 8-4-0,5.1,170,76,Southpaw,1980,2.61,65,3.57,40,1.24,18,60,0.0
Sam Fulton,1f5f75658551f2d3,Record: 0-2-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Masakatsu Funaki,aa3153a9941b4d44,Record: 39-13-1,6.0,185,,Southpaw,1969,1.82,68,2.92,35,0.0,0,0,5.5
Travis Fulton,911fb265462f0d94,Record: 127-49-10 (1 NC),6.0,240,,Orthodox,1977,0.0,0,0.0,0,0.0,0,0,0.0
Masio Fullen,4638cc6479cc0afe,Record: 10-6-0,5.1,145,70,Orthodox,1986,2.46,32,3.5,54,0.47,33,69,0.0
Riki Fukuda,7c35f869033901ae,Record: 19-7-0 (1 NC),6.0,185,73,Southpaw,1981,4.24,43,3.71,64,2.17,43,70,0.0
Keisuke Fujiwara,ccd58ff71e260ed5,Record: 11-4-4,5.6,139,,Switch,,0.73,44,1.2,47,0.0,0,23,2.5
Megumi Fujii,fb6c531726447ff3,Record: 26-3-0,5.3,113,,,1974,2.4,42,0.0,100,0.0,0,0,12.0
Kazuyuki Fujita,b1605ea39fba6af6,Record: 15-9-0,6.0,235,,Orthodox,1970,1.05,49,1.99,52,2.78,36,85,0.6
